Asset_Num;Endpoint Type;Host ID;Host Name;ID;OS Version;Sensor ID;Sensor Tenant;Sensor Version;osFamily
40;ENDPOINT_MICROSOFT_ATP;c2b06fc5734529a5a907ae0c43c3f1b490f2c847;wksnoc002.netcenter.com.br;28cfba03-7c32-48c5-838a-64aa3a84b28a;10.0;c2b06fc5734529a5a907ae0c43c3f1b490f2c847;ae05bd5a-1123-4191-8d0f-696daba31d1e;10.8210.19041.2193;WINDOWS
41;ENDPOINT_MICROSOFT_ATP;15b2bc171a019b6e9c460b71cdfa8d78cc8da397;wksesp004.netcenter.com.br;d3f4622a-35aa-4670-9dd2-b9dbc338911f;10.0;15b2bc171a019b6e9c460b71cdfa8d78cc8da397;ae05bd5a-1123-4191-8d0f-696daba31d1e;10.8295.19041.2311;WINDOWS
42;ENDPOINT_MICROSOFT_ATP;a06325bcfe52d82149dc622b240b70573ab46e6e;wksesp005.netcenter.com.br;9809cb7d-73b8-47f0-9fa1-ea5871b7027b;10.0;a06325bcfe52d82149dc622b240b70573ab46e6e;ae05bd5a-1123-4191-8d0f-696daba31d1e;10.8295.19041.2311;WINDOWS
43;ENDPOINT_MICROSOFT_ATP;4fb4023fdee086048c6c63e8c6612027490575a8;wksnoc001.netcenter.com.br;41a10e43-cfae-4f55-bfea-1a0404b17ae9;10.0;4fb4023fdee086048c6c63e8c6612027490575a8;ae05bd5a-1123-4191-8d0f-696daba31d1e;10.8295.19041.2311;WINDOWS
44;ENDPOINT_MICROSOFT_ATP;8cae7a40fcc9ca36755caba3e6588a0fce631af5;wksespvdi001.netcenter.com.br;8cb14b27-8420-41ca-8880-65f9b2145c8d;10.0;8cae7a40fcc9ca36755caba3e6588a0fce631af5;ae05bd5a-1123-4191-8d0f-696daba31d1e;10.8210.19041.1949;WINDOWS
45;ENDPOINT_MICROSOFT_ATP;ce6965e7b641c6bfd65af014294af13bcb5a036a;wksespvdi002.netcenter.com.br;50ac9947-bfb7-4d48-937b-0712548705b1;10.0;ce6965e7b641c6bfd65af014294af13bcb5a036a;ae05bd5a-1123-4191-8d0f-696daba31d1e;10.8210.19041.1949;WINDOWS
46;ENDPOINT_MICROSOFT_ATP;3bbe1ba9eb6e825e789825c1007ca90f7db672d6;wkscen001.netcenter.com.br;5c36337b-7946-4601-b127-2146725f1c86;10.0;3bbe1ba9eb6e825e789825c1007ca90f7db672d6;ae05bd5a-1123-4191-8d0f-696daba31d1e;10.8295.19041.2311;WINDOWS
47;ENDPOINT_MICROSOFT_ATP;6ee3df5c6d3faf6951741fa0d23061de10801873;wksger001.netcenter.com.br;29ef0848-8dbb-4f6d-8df3-f425d607b033;10.0;6ee3df5c6d3faf6951741fa0d23061de10801873;ae05bd5a-1123-4191-8d0f-696daba31d1e;10.8295.19041.2311;WINDOWS
48;ENDPOINT_MICROSOFT_ATP;49fd85aebd7fcb814128b6acaade9f270987c647;wksespvdi003.netcenter.com.br;70907eb0-8385-44b6-b390-7d6dc30b78f4;10.0;49fd85aebd7fcb814128b6acaade9f270987c647;ae05bd5a-1123-4191-8d0f-696daba31d1e;10.8210.19041.1949;WINDOWS
49;ENDPOINT_MICROSOFT_ATP;ef5a0926553aba6e9d1122c2b09589490d9fc530;wkssap002.netcenter.com.br;ef825cde-3b34-42a6-bf60-b45680227d12;10.0;ef5a0926553aba6e9d1122c2b09589490d9fc530;ae05bd5a-1123-4191-8d0f-696daba31d1e;10.7740.19041.1082;WINDOWS
50;ENDPOINT_MICROSOFT_ATP;5fe1ec30070b70b527de67894afc0bc5f3243043;wkssap001.netcenter.com.br;6f797c16-7373-4f45-ac53-3e1d15ffac2a;10.0;5fe1ec30070b70b527de67894afc0bc5f3243043;ae05bd5a-1123-4191-8d0f-696daba31d1e;10.8295.19041.2311;WINDOWS
51;ENDPOINT_MICROSOFT_ATP;64421c333bd97b4d30f8f3ea9ce6797cef76cb5f;wkscenvmluna.netcenter.com.br;2702512a-ac07-4c20-87a6-1b1188836cbc;Windows10;64421c333bd97b4d30f8f3ea9ce6797cef76cb5f;ae05bd5a-1123-4191-8d0f-696daba31d1e;10.8295.19041.2311;WINDOWS
52;ENDPOINT_MICROSOFT_ATP;480f30eccdd69e197cdfb39f2b85c69ce4f13876;desktop-p8d5767;f349211d-8d29-4982-9963-4b3baab046fa;Windows10;480f30eccdd69e197cdfb39f2b85c69ce4f13876;ae05bd5a-1123-4191-8d0f-696daba31d1e;10.8295.19041.2311;WINDOWS
53;ENDPOINT_MICROSOFT_ATP;3d19c1d188b96568f800d1e225f61c18a008d477;wkscen6npm172.netcenter.com.br;e26065af-a4d4-44fc-888c-732ad7686766;Windows10;3d19c1d188b96568f800d1e225f61c18a008d477;ae05bd5a-1123-4191-8d0f-696daba31d1e;10.8295.19041.2546;WINDOWS
54;ENDPOINT_MICROSOFT_ATP;09086c92902c2a845b6ea3663056ef84aee2c2eb;wksreu001.netcenter.com.br;2b362e14-7845-4fbf-af36-cee12d5403e9;Windows10;09086c92902c2a845b6ea3663056ef84aee2c2eb;ae05bd5a-1123-4191-8d0f-696daba31d1e;10.8040.19041.1806;WINDOWS
